z,lat,lon
0.10973668098449707,6.06789539148167e-05,0.001038110460009335
0.11244890838861465,6.081312174899267e-05,0.001029128335208397
0.11515141278505325,6.094729810968147e-05,0.0010201462104074592
0.1177058219909668,6.108146594385744e-05,0.0010111640170705042
0.12006716430187225,6.121563804128982e-05,0.0010021818922695666
0.12223542481660843,6.134981015293306e-05,0.0009931997674686287
0.12421061843633652,6.148398225036544e-05,0.0009842175741316737
0.12599273025989532,6.161815436200868e-05,0.0009752354493307359
0.12758177518844604,6.175232219618465e-05,0.000966253324529798
0.12897774577140808,6.188649855687345e-05,0.0009572711311928431
0.13018064200878143,6.202066640526027e-05,0.0009482889378558881
0.1311904639005661,6.215484276594907e-05,0.0009393068130549503
0.13200721144676208,6.228901060012504e-05,0.0009303246882540125
0.13263088464736938,6.242318269755742e-05,0.0009213424949170575
0.133061483502388,6.255735480920066e-05,0.0009123603701161197
0.13329900801181793,6.269152690663304e-05,0.0009033782453151819
0.13334345817565918,6.282569900406543e-05,0.0008943960519782269
0.13319483399391174,6.295986682403054e-05,0.0008854139271772891
0.13285313546657562,6.309404321314105e-05,0.0008764318023763513
0.13231836259365082,6.322821103310616e-05,0.0008674496090393963
0.13159051537513733,6.336238742221667e-05,0.0008584674842384585
0.13066959381103516,6.349655525639264e-05,0.0008494853594375207
0.1296994686126709,6.361462565962483e-05,0.000841581032042441
0.12851211428642273,6.374879778547893e-05,0.0008325989072415032
0.12732474505901337,6.388296988291131e-05,0.0008236167139045482
0.1261373907327652,6.40171419803437e-05,0.0008146345891036104
0.12495002895593643,6.415951271776521e-05,0.0008058960413076592
0.12376266717910767,6.469853134660752e-05,0.0007981662066122689
0.1225753054022789,6.584133517151258e-05,0.0007905023035653865
0.12138794362545013,6.758091207359485e-05,0.0007829515534828352
0.11531137675046921,6.990656187610966e-05,0.0007755602181761981
0.09606487303972244,7.280400339482185e-05,0.0007683738055608694
0.07146083563566208,7.625544294853626e-05,0.0007614363157598657
0.046856801956892014,8.023965580150616e-05,0.0007547905837839122
0.0222527626901865,8.46522101909386e-05,0.0007485919122478935
-0.002351274248212576,8.931537509226928e-05,0.0007433771437742236
-0.01970740593969822,9.45975144759359e-05,0.000738790507897825
0.008148198947310448,0.00010041468884480764,0.0007349047898689218
0.0710708498954773,0.00010667448593437712,0.0007317816721029578
0.1351621299982071,0.00011327743429490056,0.0007294709117483914
0.19925342500209808,0.00012011862241934068,0.0007280091070383858
0.2633447051048279,0.0001270893436355891,0.0007274196287547927
0.32743600010871887,0.00013517863261824914,0.0007276164641960762
0.3919019401073456,0.00014416270211370374,0.0007279339915635785
0.46082839369773865,0.000153140269276264,0.0007282513133230293
0.5119101405143738,0.00015936669790050928,0.00072847138247413
0.590287446975708,0.0001683442479105679,0.0007287886356975636
0.6742451786994934,0.00017732181507312816,0.0007291059574570144
0.7637834548950195,0.0001862993479733177,0.000729423210680448
0.8589022159576416,0.0001952768808308747,0.0007297405324398988
0.9596014022827148,0.0002042544480076458,0.0007300577856633325
1.0658811330795288,0.0002132319808936245,0.0007303751074227832
1.177741289138794,0.0002222095480419739,0.0007306923606462169
1.2951818704605103,0.0002311870809279526,0.0007310096824056677
1.4182029962539673,0.00024016464809051286,0.0007313269356291012
1.5468045473098755,0.0002491421809907024,0.000731644257388552
1.6809866428375244,0.0002581197138766811,0.0007319615106119857
1.8207491636276245,0.0002670972810250305,0.0007322788323714365
1.9660922288894653,0.0002760748139110092,0.0007325960855948701
2.1170156002044678,0.0002850523810593586,0.0007329134073543209
2.27351975440979,0.00029402993108362807,0.0007332306605777546
2.4356040954589844,0.00030300749824618833,0.0007335479823372054
2.6024701595306396,0.000311985031132167,0.0007338652355606389
2.7699391841888428,0.0003209625640181457,0.0007341825573200897
2.937408447265625,0.0003299401311664951,0.0007344998105435234
3.104877471923828,0.0003389176983290554,0.0007348171323029742
3.2723467350006104,0.00034789523122924493,0.0007351343855264078
3.4398157596588135,0.00035687276410101276,0.0007354517072858586
3.6072850227355957,0.0003658502970012023,0.0007357689605092923
3.774754047393799,0.00037482786413534086,0.000736086282268743
3.942223072052002,0.0003838054312979011,0.0007364035354921766
4.109692096710205,0.00039278296416966896,0.0007367208572516274
4.277161598205566,0.00040176049708406936,0.000737038110475061
4.4446306228637695,0.00041073806423241876,0.0007373554322345118
4.612099647521973,0.00041971563138076817,0.0007376726854579455
4.779568672180176,0.0004286931642809577,0.0007379900072173963
4.947037696838379,0.0004376706971669364,0.0007383072604408299
5.11450719833374,0.0004466482300529151,0.0007386245822002807
5.281976222991943,0.0004556257972012645,0.0007389418354237143
5.4494452476501465,0.0004646033643780356,0.0007392591571831651
5.61691427230835,0.0004735808972355926,0.0007395764104065987
5.784383296966553,0.000482558430149993,0.0007398937321660495
5.951852798461914,0.0004915359972983424,0.0007402109853894832
6.119321823120117,0.0005005135301843211,0.000740528307148934
